"","State","Psychotherapy","Electroconvulsive","Substance Abuse","Emergency","Alzheimer's or Dementia","Eating Disorder","PTSD","Ownership"
"3562","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3563","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3564","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3565","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3566","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3567","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3568","IL","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"3569","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3570","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3571","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3572","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3573","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3574","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3575","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3576","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3577","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3578","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3579","IL","No","Yes","Yes","Yes","No","No","Yes","Private For-Profit"
"3580","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3581","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3582","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3583","IL","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"3584","IL","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"3585","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3586","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3587","IL","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3588","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3589","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3590","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3591","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3592","IL","Yes","No","No","Yes","No","No","No","Public"
"3593","IL","No","No","Yes","No","No","No","No","Private Non-Profit"
"3594","IL","Yes","No","Yes","No","No","Yes","No","Private For-Profit"
"3595","IL","Yes","No","No","Yes","No","No","No","Public"
"3596","IL","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"3597","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3598","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3599","IL","Yes","No","No","Yes","No","No","No","Public"
"3600","IL","Yes","No","No","Yes","No","No","No","Public"
"3601","IL","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"3602","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3603","IL","Yes","Yes","No","Yes","No","No","Yes","Private Non-Profit"
"3604","IL","No","No","Yes","No","No","No","Yes","Private Non-Profit"
"3605","IL","No","No","Yes","Yes","No","No","No","Private Non-Profit"
"3606","IL","Yes","No","Yes","Yes","No","Yes","No","Private Non-Profit"
"3607","IL","Yes","No","No","Yes","No","No","No","Public"
"3608","IL","No","No","Yes","No","No","No","No","Private Non-Profit"
"3609","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3610","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3611","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3612","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3613","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3614","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3615","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3616","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3617","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3618","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3619","IL","Yes","No","Yes","No","No","No","No","Public"
"3620","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3621","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3622","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3623","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3624","IL","Yes","No","Yes","No","No","No","Yes","Public"
"3625","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3626","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3627","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3628","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3629","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3630","IL","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"3631","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3632","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3633","IL","Yes","No","No","No","No","No","No","Public"
"3634","IL","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"3635","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3636","IL","Yes","No","No","No","No","Yes","No","Private Non-Profit"
"3637","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3638","IL","Yes","No","No","No","No","Yes","No","Private Non-Profit"
"3639","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3640","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3641","IL","Yes","No","Yes","Yes","Yes","No","No","Private Non-Profit"
"3642","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3643","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3644","IL","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"3645","IL","Yes","No","Yes","Yes","No","No","No","Public"
"3646","IL","Yes","No","Yes","Yes","Yes","No","No","Private Non-Profit"
"3647","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3648","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3649","IL","Yes","No","No","Yes","No","No","No","Public"
"3650","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3651","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3652","IL","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3653","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3654","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3655","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3656","IL","Yes","No","Yes","No","No","No","No","Public"
"3657","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3658","IL","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3659","IL","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"3660","IL","Yes","No","Yes","No","No","No","No","Public"
"3661","IL","No","No","No","No","No","No","No","Public"
"3662","IL","Yes","No","Yes","No","No","No","Yes","Public"
"3663","IL","Yes","No","Yes","No","No","No","No","Public"
"3664","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3665","IL","No","No","No","No","No","No","No","Public"
"3666","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3667","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3668","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3669","IL","Yes","No","Yes","No","No","No","No","Private For-Profit"
"3670","IL","Yes","No","No","Yes","No","No","No","Public"
"3671","IL","Yes","No","Yes","No","No","No","No","Public"
"3672","IL","Yes","No","No","No","No","No","No","Public"
"3673","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3674","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3675","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3676","IL","Yes","No","Yes","Yes","No","No","No","Public"
"3677","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3678","IL","Yes","No","Yes","Yes","Yes","No","Yes","Private Non-Profit"
"3679","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3680","IL","Yes","No","No","Yes","No","Yes","Yes","Private Non-Profit"
"3681","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3682","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3683","IL","No","No","No","No","No","No","Yes","Private Non-Profit"
"3684","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3685","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3686","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3687","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3688","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3689","IL","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"3690","IL","Yes","No","No","No","Yes","No","No","Private Non-Profit"
"3691","IL","Yes","No","No","No","Yes","No","No","Private Non-Profit"
"3692","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3693","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3694","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3695","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3696","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3697","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3698","IL","Yes","Yes","No","Yes","Yes","No","No","Private Non-Profit"
"3699","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3700","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3701","IL","Yes","No","No","Yes","Yes","No","No","Private Non-Profit"
"3702","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3703","IL","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3704","IL","Yes","No","Yes","No","Yes","No","Yes","Public"
"3705","IL","Yes","No","Yes","No","Yes","No","Yes","Private Non-Profit"
"3706","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3707","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3708","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3709","IL","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3710","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3711","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3712","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3713","IL","Yes","No","No","No","No","No","No","Private For-Profit"
"3714","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3715","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3716","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3717","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3718","IL","Yes","No","Yes","No","No","No","No","Public"
"3719","IL","Yes","No","Yes","No","Yes","No","No","Private Non-Profit"
"3720","IL","Yes","No","Yes","No","No","No","No","Public"
"3721","IL","Yes","No","Yes","No","No","No","No","Public"
"3722","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3723","IL","Yes","No","No","No","Yes","No","No","Private Non-Profit"
"3724","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3725","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3726","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3727","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3728","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3729","IL","Yes","No","No","No","No","Yes","No","Private Non-Profit"
"3730","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3731","IL","Yes","No","No","Yes","Yes","No","No","Private Non-Profit"
"3732","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3733","IL","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"3734","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3735","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3736","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3737","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3738","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3739","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3740","IL","Yes","No","Yes","No","No","No","Yes","Public"
"3741","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3742","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3743","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3744","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3745","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3746","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3747","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3748","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3749","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3750","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3751","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3752","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3753","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3754","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3755","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3756","IL","Yes","No","No","No","No","No","Yes","Private For-Profit"
"3757","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3758","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3759","IL","Yes","No","Yes","No","No","No","No","Public"
"3760","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3761","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3762","IL","Yes","Yes","No","No","No","No","Yes","Private Non-Profit"
"3763","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3764","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3765","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3766","IL","Yes","No","No","No","No","No","No","Public"
"3767","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3768","IL","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"3769","IL","Yes","Yes","No","Yes","No","Yes","Yes","Private Non-Profit"
"3770","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3771","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3772","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3773","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3774","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3775","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3776","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3777","IL","Yes","No","No","No","No","No","Yes","Public"
"3778","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3779","IL","No","No","No","No","No","No","No","Private Non-Profit"
"3780","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3781","IL","Yes","No","Yes","Yes","Yes","No","Yes","Public"
"3782","IL","Yes","No","Yes","No","No","No","No","Public"
"3783","IL","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"3784","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3785","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3786","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3787","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3788","IL","Yes","No","Yes","No","No","Yes","Yes","Public"
"3789","IL","Yes","No","No","No","No","Yes","Yes","Public"
"3790","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3791","IL","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"3792","IL","Yes","No","No","No","No","No","No","Private Non-Profit"
"3793","IL","No","No","No","No","Yes","No","No","Private Non-Profit"
"3794","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3795","IL","Yes","No","No","No","No","Yes","Yes","Public"
"3796","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3797","IL","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"3798","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3799","IL","Yes","No","Yes","Yes","No","No","Yes","Public"
"3800","IL","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"3801","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3802","IL","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"3803","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3804","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3805","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3806","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"3807","IL","Yes","No","No","No","No","No","Yes","Private Non-Profit"
